1.96, 1.96, 1.96
3.77, 3.68, 3.68
2.15, 2.17, 2.15, 2.08, 1.89, 1.86, 1.97, 2.12, 2.12, 2.10, 1.86, 1.95, 2.01, 1.89, 1.87, 1.90
3.80, 3.76, 3.68, 3.73, 3.45, 3.20, 3.74, 3.59, 3.66, 3.71, 3.30, 3.59, 3.82, 3.43, 3.38, 3.40
1.87, 1.96, 1.94, 1.95, 1.96, 2.07, 1.99, 1.99, 1.98, 2.02, 2.05, 1.95, 1.98, 2.01, 2.09, 1.99
3.51, 3.42, 3.35, 3.46, 3.41, 3.51, 3.46, 3.53, 3.28, 3.33, 3.24, 3.56, 3.31, 3.48, 3.70, 3.56
2.00, 1.96, 1.97, 1.98, 1.97, 1.97, 2.06, 2.01, 1.97, 2.01, 2.02, 1.96, 1.97, 1.96, 1.96, 1.96
3.45, 3.38, 3.49, 3.41, 3.40, 3.20, 3.52, 3.42, 3.44, 3.48, 3.41, 3.39, 3.40, 3.43, 3.39, 3.43
1.98, 2.00, 2.01, 1.99, 1.97, 1.99, 1.99, 1.98, 2.01, 1.98, 1.99, 2.00, 1.97, 1.97, 1.99, 1.98
3.40, 3.47, 3.47, 3.45, 3.41, 3.45, 3.41, 3.41, 3.53, 3.54, 3.48, 3.45, 3.41, 3.41, 3.41, 3.43
